Ticker,position_dollars,time
RL,0.0053722089502326155,2021-03-03 14:30:00Z
EEFT,0.0052410948706496634,2021-03-03 14:30:00Z
INOV,0.005227142101250211,2021-03-03 14:30:00Z
SPG,0.0051690364991644104,2021-03-03 14:30:00Z
MET,0.005083576429744572,2021-03-03 14:30:00Z
AZPN,0.005022174975596244,2021-03-03 14:30:00Z
CLGX,0.0050012888529187526,2021-03-03 14:30:00Z
PAGS,0.004897916343513431,2021-03-03 14:30:00Z
TNDM,0.004770355655997722,2021-03-03 14:30:00Z
NWS,0.0047508018631805225,2021-03-03 14:30:00Z
NEO,0.004740691532925203,2021-03-03 14:30:00Z
RJF,0.004712948459249579,2021-03-03 14:30:00Z
SIGI,0.004693532191857635,2021-03-03 14:30:00Z
JEF,0.004684186927568244,2021-03-03 14:30:00Z
DOX,0.004624474231219758,2021-03-03 14:30:00Z
MSM,0.004542135716318687,2021-03-03 14:30:00Z
AER,0.004520362829711709,2021-03-03 14:30:00Z
TPL,0.004571434522904897,2021-03-03 14:30:00Z
CLF,0.004519950612372033,2021-03-03 14:30:00Z
HLNE,0.004496904425691547,2021-03-03 14:30:00Z
CASY,0.004355115997553264,2021-03-03 14:30:00Z
STNE,0.004275638268738554,2021-03-03 14:30:00Z
QTWO,0.004275463214737248,2021-03-03 14:30:00Z
NATI,0.004427504483382017,2021-03-03 14:30:00Z
BCPC,0.004253239478829759,2021-03-03 14:30:00Z
BERY,0.004250701546228269,2021-03-03 14:30:00Z
AES,0.004201223707476465,2021-03-03 14:30:00Z
TREX,0.004243114552268708,2021-03-03 14:30:00Z
MANH,0.0041934702274370106,2021-03-03 14:30:00Z
ACGL,0.004110337365641468,2021-03-03 14:30:00Z
ORI,0.004057244677843183,2021-03-03 14:30:00Z
BNS,0.004048393092716377,2021-03-03 14:30:00Z
FSV,0.004061845734271915,2021-03-03 14:30:00Z
BG,0.004052626262889993,2021-03-03 14:30:00Z
EQR,0.004025959674791187,2021-03-03 14:30:00Z
ICL,0.004005725453576041,2021-03-03 14:30:00Z
BBY,0.003991056171857911,2021-03-03 14:30:00Z
CNQ,0.003957216925722731,2021-03-03 14:30:00Z
AON,0.0039047804816964558,2021-03-03 14:30:00Z
DRE,0.0038998885098245656,2021-03-03 14:30:00Z
KKR,0.0038987221161934245,2021-03-03 14:30:00Z
BRKR,0.0038600390189356256,2021-03-03 14:30:00Z
VRM,0.0038033554407126057,2021-03-03 14:30:00Z
FCAU,0.003856911325411941,2021-03-03 14:30:00Z
WLTW,0.003795607383045719,2021-03-03 14:30:00Z
HPE,0.003778726153083614,2021-03-03 14:30:00Z
MSGS,0.003723742322087374,2021-03-03 14:30:00Z
CPRT,0.003714750532764197,2021-03-03 14:30:00Z
MGM,0.0036748979138564054,2021-03-03 14:30:00Z
TRV,0.004056559325639976,2021-03-03 14:30:00Z
CLGX,0.0071589467472516835,2021-03-02 14:30:00Z
BERY,0.00705938750013545,2021-03-02 14:30:00Z
INOV,0.006997049708840044,2021-03-02 14:30:00Z
RL,0.0069385124852075,2021-03-02 14:30:00Z
JEF,0.006571225159682562,2021-03-02 14:30:00Z
EQR,0.006559701002306513,2021-03-02 14:30:00Z
AER,0.006104304727568515,2021-03-02 14:30:00Z
HAE,0.006047670640407001,2021-03-02 14:30:00Z
AVY,0.005936713405636855,2021-03-02 14:30:00Z
BBY,0.0059328359510164765,2021-03-02 14:30:00Z
MSM,0.0058950977208711034,2021-03-02 14:30:00Z
FCAU,0.00569598839025314,2021-03-02 14:30:00Z
AES,0.005673338779479584,2021-03-02 14:30:00Z
LEN,0.005452695890306057,2021-03-02 14:30:00Z
FOX,0.005374815824662842,2021-03-02 14:30:00Z
ALLK,0.005350956194645965,2021-03-02 14:30:00Z
CNQ,0.00534383165637259,2021-03-02 14:30:00Z
FVRR,0.005343574460657334,2021-03-02 14:30:00Z
ARNA,0.0052833903490489146,2021-03-02 14:30:00Z
LEG,0.005230892877918247,2021-03-02 14:30:00Z
CSCO,0.005158803942153121,2021-03-02 14:30:00Z
VRM,0.005136056876842797,2021-03-02 14:30:00Z
WLTW,0.0051255938881785736,2021-03-02 14:30:00Z
ATR,0.005079292240580766,2021-03-02 14:30:00Z
BLDR,0.00503885041765579,2021-03-02 14:30:00Z
LAD,0.004997318246411298,2021-03-02 14:30:00Z
ESGR,0.004968210644320919,2021-03-02 14:30:00Z
BNS,0.004905491050136868,2021-03-02 14:30:00Z
MRNA,0.004890326932434252,2021-03-02 14:30:00Z
CPRI,0.004876542966461549,2021-03-02 14:30:00Z
LOGI,0.004863366437442836,2021-03-02 14:30:00Z
COUP,0.004838150415866829,2021-03-02 14:30:00Z
FOUR,0.004727928641535411,2021-03-02 14:30:00Z
HRB,0.004710998000246715,2021-03-02 14:30:00Z
ODFL,0.004702380922415106,2021-03-02 14:30:00Z
TNDM,0.004701138199937208,2021-03-02 14:30:00Z
FOXA,0.004697810167053456,2021-03-02 14:30:00Z
STWD,0.004629152794825577,2021-03-02 14:30:00Z
KKR,0.0045994364045124,2021-03-02 14:30:00Z
AVB,0.004589042309925535,2021-03-02 14:30:00Z
BRKR,0.004588311261242807,2021-03-02 14:30:00Z
DT,0.004585293176897647,2021-03-02 14:30:00Z
NDSN,0.004577911876823423,2021-03-02 14:30:00Z
EPAM,0.0045401625891366305,2021-03-02 14:30:00Z
DHI,0.004531711713585655,2021-03-02 14:30:00Z
DRE,0.004512257266150314,2021-03-02 14:30:00Z
CCMP,0.004509304475537439,2021-03-02 14:30:00Z
FDX,0.004508672638484324,2021-03-02 14:30:00Z
MGM,0.004495850523979173,2021-03-02 14:30:00Z
NBIX,0.004433160766757184,2021-03-02 14:30:00Z
CLGX,0.006247842431524962,2021-03-01 14:30:00Z
RL,0.006055462381164863,2021-03-01 14:30:00Z
AES,0.005658944235614047,2021-03-01 14:30:00Z
AER,0.005327422515959129,2021-03-01 14:30:00Z
MSM,0.00517959022211179,2021-03-01 14:30:00Z
BERY,0.00490638777064135,2021-03-01 14:30:00Z
AVY,0.004760488383388305,2021-03-01 14:30:00Z
NEWR,0.004638236841289458,2021-03-01 14:30:00Z
GOOS,0.004736906631532509,2021-03-01 14:30:00Z
VRM,0.004482401562517987,2021-03-01 14:30:00Z
WLTW,0.004473270176736691,2021-03-01 14:30:00Z
MRCY,0.004450557767774246,2021-03-01 14:30:00Z
EQR,0.004444226559830879,2021-03-01 14:30:00Z
ALLK,0.0044419411085940795,2021-03-01 14:30:00Z
ALLE,0.0043808767375822545,2021-03-01 14:30:00Z
FCAU,0.0043335210138525085,2021-03-01 14:30:00Z
BILL,0.004292841806766142,2021-03-01 14:30:00Z
COLM,0.004278785406453779,2021-03-01 14:30:00Z
HAE,0.004211311259205423,2021-03-01 14:30:00Z
LPLA,0.004194338945729673,2021-03-01 14:30:00Z
FVRR,0.004124525604955022,2021-03-01 14:30:00Z
HRB,0.004111439048218958,2021-03-01 14:30:00Z
HPP,0.004108878734924273,2021-03-01 14:30:00Z
ODFL,0.0041039186480242296,2021-03-01 14:30:00Z
TNDM,0.004102834084260572,2021-03-01 14:30:00Z
AIG,0.004070840055913626,2021-03-01 14:30:00Z
STWD,0.004040010112468965,2021-03-01 14:30:00Z
MTN,0.004009751018977034,2021-03-01 14:30:00Z
ATR,0.003941688474691654,2021-03-01 14:30:00Z
APPN,0.003936028646856673,2021-03-01 14:30:00Z
ARNA,0.00388034616237861,2021-03-01 14:30:00Z
FDX,0.003856923142069105,2021-03-01 14:30:00Z
NDSN,0.0038442038367004837,2021-03-01 14:30:00Z
FOX,0.0038087144169446376,2021-03-01 14:30:00Z
FOUR,0.0038023572744174325,2021-03-01 14:30:00Z
STNE,0.0037888823192540957,2021-03-01 14:30:00Z
LEN,0.003776914903540049,2021-03-01 14:30:00Z
DT,0.0037378171966609987,2021-03-01 14:30:00Z
AAON,0.003713074344121069,2021-03-01 14:30:00Z
CPRT,0.0036945079514277856,2021-03-01 14:30:00Z
ALTR,0.003687813311885266,2021-03-01 14:30:00Z
TFII,0.003686048831552348,2021-03-01 14:30:00Z
CPRI,0.0036750102180049863,2021-03-01 14:30:00Z
BA,0.003669193952003159,2021-03-01 14:30:00Z
RPM,0.0036672450055646394,2021-03-01 14:30:00Z
ARWR,0.003654317197908867,2021-03-01 14:30:00Z
SLGN,0.0036282361244297395,2021-03-01 14:30:00Z
AVB,0.0035277806731445105,2021-03-01 14:30:00Z
RACE,0.0035330387758690652,2021-03-01 14:30:00Z
ZI,0.003501792668742524,2021-03-01 14:30:00Z
CLGX,0.005225422767302499,2021-02-26 14:30:00Z
RL,0.005064524488233528,2021-02-26 14:30:00Z
AES,0.004732894014495079,2021-02-26 14:30:00Z
MSM,0.004331983235581415,2021-02-26 14:30:00Z
AER,0.0044556237150715295,2021-02-26 14:30:00Z
BERY,0.004103488627139753,2021-02-26 14:30:00Z
AVY,0.003981464746377212,2021-02-26 14:30:00Z
GOOS,0.003961741998182028,2021-02-26 14:30:00Z
NEWR,0.0038792188913604688,2021-02-26 14:30:00Z
